iter	MAE
349	1.707576168
350	1.706944317
351	1.7062446
352	1.705688226
353	1.704997888
354	1.704596206
355	1.70365264
356	1.703211349
357	1.70280934
358	1.701997504
359	1.701198047
360	1.700521607
361	1.699962601
362	1.699340204
363	1.698759155
364	1.697928081
365	1.697333939
366	1.69654686
367	1.696008118
368	1.695384218
369	1.69485096
370	1.694217952
371	1.693466157
372	1.693059754
373	1.69225529
374	1.691503738
375	1.690619452
376	1.690081347
377	1.689304739
378	1.688801673
379	1.688407026
380	1.687929465
381	1.687364368
382	1.686937423
383	1.686181555
384	1.68539651
385	1.684995367
386	1.684415862
387	1.683670779
388	1.683255169
389	1.682680322
390	1.68180545
391	1.680946481
392	1.680249971
393	1.679826261
394	1.679419107
395	1.678757967
396	1.678105667
397	1.677785047
398	1.677209418
399	1.676517941
400	1.675957765
401	1.67544689
402	1.674881654
403	1.674214325
404	1.67361257
405	1.672859755
406	1.672166201
407	1.671764664
408	1.671150561
409	1.670450874
410	1.669903698
411	1.669156942
412	1.668678273
413	1.667992282
414	1.667540636
415	1.666955813
416	1.666456454
417	1.665857046
418	1.665365761
419	1.664819583
420	1.664250819
421	1.663832127
422	1.66325862
423	1.662786257
424	1.662322339
425	1.661767082
426	1.661340714
427	1.660825295
428	1.660268475
429	1.659641022
430	1.659247831
431	1.658854161
432	1.658277271
433	1.65776799
434	1.657403882
435	1.657109725
436	1.656555421
437	1.655963831
438	1.655460509
439	1.654916418
440	1.654450116
441	1.653988219
442	1.653547915
443	1.653039584
444	1.652531605
445	1.652095501
446	1.651654456
447	1.651112084
448	1.650632858
449	1.650112863
450	1.64977732
451	1.649283563
452	1.648934606
453	1.64834061
454	1.64783548
455	1.647558683
456	1.647044667
457	1.646373062
458	1.645869014
459	1.645385604
460	1.644984997
461	1.644525682
462	1.644033632
463	1.643454529
464	1.643095472
465	1.642522093
466	1.642204407
467	1.6419768
468	1.641129937
469	1.64064312
470	1.64020379
471	1.639848643
472	1.639484522
473	1.639150148
474	1.638781095
475	1.638503989
476	1.638087265
477	1.637394805
478	1.637017363
479	1.636490313
480	1.636133348
481	1.635679842
482	1.635155184
483	1.634778342
484	1.6344221
485	1.634104344
486	1.633873584
487	1.633448246
488	1.632904002
489	1.632386264
490	1.631981562
491	1.631728384
492	1.631130561
493	1.630464028
494	1.63015534
495	1.629794456
496	1.629317326
497	1.628979191
498	1.628199504
499	1.627864581
500	1.627465129
501	1.627150171
502	1.626815198
503	1.626652425
504	1.625870797
505	1.625586895
506	1.625140391
507	1.624750822
508	1.624435135
509	1.623947208
510	1.623547154
511	1.623038436
512	1.622544662
513	1.622212711
514	1.62175973
515	1.621438864
516	1.621010611
517	1.620681834
518	1.620282354
519	1.619972661
520	1.619578753
521	1.619321038
522	1.618802599
523	1.618491901
524	1.618080257
525	1.617643281
526	1.617327948
527	1.616824269
528	1.616576303
529	1.616169462
530	1.615865983
531	1.615397236
532	1.615063826
533	1.614683561
534	1.614458993
535	1.614164355
536	1.613886313
537	1.613661697
538	1.613239943
539	1.612834996
540	1.612338341
541	1.611835522
542	1.611385478
543	1.611117654
544	1.610693775
545	1.610303016
546	1.609866725
547	1.609580852
548	1.609285906
549	1.608933236
550	1.608495074
551	1.608039402
552	1.607461358
553	1.607107716
554	1.60658435
555	1.606066655
556	1.605717636
557	1.605371273
558	1.604987329
559	1.604749201
560	1.604486059
561	1.604089919
562	1.603574874
563	1.603275087
564	1.602834414
565	1.602424527
566	1.602109207
567	1.601654611
568	1.601190712
569	1.600731294
570	1.600333424
571	1.599900993
572	1.599623683
573	1.599290074
574	1.599025347
575	1.598738901
576	1.5981799
577	1.597992869
578	1.597752067
579	1.5974226
580	1.597115596
581	1.596648924
582	1.596269802
583	1.595876221
584	1.59561844
585	1.595136024
586	1.594833847
587	1.5942209
588	1.593889171
589	1.593430612
590	1.59320894
591	1.592876616
592	1.592586659
593	1.592308689
594	1.591749
595	1.591255026
596	1.590737859
597	1.590471048
598	1.589892656
599	1.58947093
600	1.589088689
601	1.588722399
602	1.588390501
603	1.588086773
604	1.587853762
605	1.587476073
606	1.58718707
607	1.586846419
608	1.58650946
609	1.58611941
610	1.58569157
611	1.585269639
612	1.58489499
613	1.58464339
614	1.584207434
615	1.583970333
616	1.583686831
617	1.583213022
618	1.58266769
619	1.582297472
620	1.581969166
621	1.581441116
622	1.581220895
623	1.580822223
624	1.580318338
625	1.580051646
626	1.579688874
627	1.579255395
628	1.578886126
629	1.578503873
630	1.578302593
631	1.578125913
632	1.577840756
633	1.577550103
634	1.576948036
635	1.576699923
636	1.576380727
637	1.576106075
638	1.575715726
639	1.575408629
640	1.575055381
641	1.574763245
642	1.57430152
643	1.573821193
644	1.573552116
645	1.573242997
646	1.57301705
647	1.572632015
648	1.572258547
649	1.571904645
650	1.571532373
651	1.571268821
652	1.570789056
653	1.570576808
654	1.570107822
655	1.569661009
656	1.56939826
657	1.56891587
658	1.568612539
659	1.568249081
660	1.56793021
661	1.567635767
662	1.567231004
663	1.5667481
664	1.56640753
665	1.566029456
666	1.565876414
667	1.565558936
668	1.565253882
669	1.564969023
670	1.564663245
671	1.564487644
672	1.564157658
673	1.563847618
674	1.563652641
675	1.563322202
676	1.563062943
677	1.562817388
678	1.562675626
679	1.562393779
680	1.562184808
681	1.561631311
682	1.561350622
683	1.560810902
684	1.560374267
685	1.560059947
686	1.559725291
687	1.559341539
688	1.55897384
689	1.558524701
690	1.558184678
691	1.557950055
692	1.557596821
693	1.557284304
694	1.557091273
695	1.556754653
696	1.556494278
697	1.556210435
698	1.555942726
699	1.555620839
700	1.555411767
701	1.555150891
702	1.554753643
703	1.554446127
704	1.554114285
705	1.55382062
706	1.553624267
707	1.553436546
708	1.553255841
709	1.553049266
710	1.552624379
711	1.552268917
712	1.551984137
713	1.551694114
714	1.551449672
715	1.551133379
716	1.550818286
717	1.550517788
718	1.550322408
719	1.550089768
720	1.549888898
721	1.549707678
722	1.549322661
723	1.549017553
724	1.548764062
725	1.548335492
726	1.547909362
727	1.547717291
728	1.547540641
729	1.547222628
730	1.54698272
731	1.546687731
732	1.546458851
733	1.546205202
734	1.54587277
735	1.545617919
736	1.545339854
737	1.544952408
738	1.544627704
739	1.544350026
740	1.544124687
741	1.543861364
742	1.543649156
743	1.54330594
744	1.542984399
745	1.542654868
746	1.54239464
747	1.542201974
748	1.54190124
749	1.541678351
750	1.541295788
751	1.540988276
752	1.540791201
753	1.540595761
754	1.540149252
755	1.539894018
756	1.539662977
757	1.539443161
758	1.539281171
759	1.538993297
760	1.53861291
761	1.538260429
762	1.537946491
763	1.537727298
764	1.537413808
765	1.536996111
766	1.536792036
767	1.536528052
768	1.536197097
769	1.535866594
770	1.535667384
771	1.53548431
772	1.535151951
773	1.534697438
774	1.534507946
775	1.534223669
776	1.534027277
777	1.533786503
778	1.533559837
779	1.53340481
780	1.533196797
781	1.532944026
782	1.53261636
783	1.532422023
784	1.532082453
785	1.531883834
786	1.531537114
787	1.531406485
788	1.530994735
789	1.530784232
790	1.530406721
791	1.529957242
792	1.529789397
793	1.529558112
794	1.529343449
795	1.529184332
796	1.528726135
797	1.528418836
798	1.528102424
799	1.527879787
800	1.52759105
801	1.527350554
802	1.526880498
803	1.52667161
804	1.526260801
805	1.525880643
806	1.525692288
807	1.525453504
808	1.524973197
809	1.524651251
810	1.524409189
811	1.524170286
812	1.523881137
813	1.52367702
814	1.523391078
815	1.5231645
816	1.522964958
817	1.522686746
818	1.522500226
819	1.522113197
820	1.521857223
821	1.521712527
822	1.521598928
823	1.521326113
824	1.521023166
825	1.52082622
826	1.520635119
827	1.520336576
828	1.520179299
829	1.519965405
830	1.519826545
831	1.519562631
832	1.519231741
833	1.51909184
834	1.518849872
835	1.518540627
836	1.518200143
837	1.517951031
838	1.517804749
839	1.517555335
840	1.51737866
841	1.517075953
842	1.516854593
843	1.51671007
844	1.516342137
845	1.516050087
846	1.515769745
847	1.515421832
848	1.515125085
849	1.514886629
850	1.51466727
851	1.514450734
852	1.514172654
853	1.513967737
854	1.513714042
855	1.513431293
856	1.513119458
857	1.512836794
858	1.512590156
859	1.512449339
860	1.512273431
861	1.512064159
862	1.511879003
863	1.511719812
864	1.511422392
865	1.511231662
866	1.511100182
867	1.510962901
868	1.510718298
869	1.510543502
870	1.510383707
871	1.510241464
872	1.509832993
873	1.50961415
874	1.509421175
875	1.509300142
876	1.508992156
877	1.508676656
878	1.508402882
879	1.508186834
880	1.507991062
881	1.507729405
882	1.507531357
883	1.507421723
884	1.507256393
885	1.507082761
886	1.506931302
887	1.506656551
888	1.506552927
889	1.506291849
890	1.506069046
891	1.505895886
892	1.505737835
893	1.505624745
894	1.505490167
895	1.505124996
896	1.504880962
897	1.504582332
898	1.504369838
899	1.504126727
900	1.503897709
901	1.503700314
902	1.503513327
903	1.503309482
904	1.503218938
905	1.503054378
906	1.502874588
907	1.502675027
908	1.50243877
909	1.502223327
910	1.50199966
911	1.501650444
912	1.50154574
913	1.501349934
914	1.501200974
915	1.501037456
916	1.500778155
917	1.5006164
918	1.500396146
919	1.500217416
920	1.500025914
921	1.499662177
922	1.499444504
923	1.499298405
924	1.499162175
925	1.498846915
926	1.498625514
927	1.498463324
928	1.498328358
929	1.498005112
930	1.49784186
931	1.497547887
932	1.497322847
933	1.497192847
934	1.497002513
935	1.496881646
936	1.49667769
937	1.496425098
938	1.496245481
939	1.496031575
940	1.495896982
941	1.495690804
942	1.495555059
943	1.495436165
944	1.495238053
945	1.494968446
946	1.494800213
947	1.494638308
948	1.494417445
949	1.494060654
950	1.49390141
951	1.4936702
952	1.493430709
953	1.493145727
954	1.492954004
955	1.492750565
956	1.492550317
957	1.492311821
958	1.492161273
959	1.492057855
960	1.4918061
961	1.491702182
962	1.491441161
963	1.491262493
964	1.491084047
965	1.49095771
966	1.49077435
967	1.490678838
968	1.490524633
969	1.490281951
970	1.489956666
971	1.489661798
972	1.489496674
973	1.489326384
974	1.489148354
975	1.488906662
976	1.488638381
977	1.488416718
978	1.488226628
979	1.488070069
980	1.487872735
981	1.48767941
982	1.487512388
983	1.487263201
984	1.487023173
985	1.486859456
986	1.486655603
987	1.486266469
988	1.48599933
989	1.485715334
990	1.485480012
991	1.485304302
992	1.485077401
993	1.484796617
994	1.484556932
995	1.484268501
996	1.484083732
997	1.48373391
998	1.483630072
999	1.483526448
